ILCE_ADI;MAHALLE_ADI
KONAK;NAMIK KEMAL
KONAK;ODUNKAPI
KONAK;OĞUZLAR
KONAK;PAZARYERİ
KONAK;PİRİ REİS
KONAK;SAKARYA
KONAK;SAYGI
KONAK;SELÇUK
KONAK;SÜMER
KONAK;SÜVARİ
KONAK;ŞEHİT NEDİM TUĞALTAY
KONAK;TAN
KONAK;TINAZTEPE
KONAK;TRAKYA
KONAK;TURGUT REİS
KONAK;TUZCU
KONAK;TÜRKYILMAZ
KONAK;UĞUR
KONAK;ULUBATLI
KONAK;UMURBEY
KONAK;ÜLKÜ
KONAK;VEZİRAĞA
KONAK;YAVUZ SELİM
KONAK;YENİ
KONAK;YENİDOĞAN
KONAK;YENİGÜN
KONAK;YENİŞEHİR
KONAK;YEŞİLDERE
KONAK;YEŞİLTEPE
KONAK;YILDIZ
KONAK;ZAFERTEPE
KONAK;ZEYBEK
KONAK;ZEYTİNLİK
MENDERES;AHMETBEYLİ
MENDERES;AKÇAKÖY
MENDERES;ALTINTEPE
MENDERES;ATA
MENDERES;ATAKÖY
MENDERES;BARBAROS
MENDERES;BULGURCA
MENDERES;CÜNEYTBEY
MENDERES;ÇAKALTEPE
MENDERES;ÇAMÖNÜ
MENDERES;ÇATALCA
MENDERES;ÇİLE
MENDERES;ÇİLEME
MENDERES;ÇUKURALTI
MENDERES;DEĞİRMENDERE
MENDERES;DEREKÖY
MENDERES;DEVELİ
MENDERES;EFEMÇUKURU
MENDERES;GAZİPAŞA
MENDERES;GÖLCÜKLER
MENDERES;GÖLOVA
MENDERES;GÖRECE CUMHURİYET
MENDERES;GÜMÜLDÜR ATATÜRK
MENDERES;GÜMÜLDÜR CUMHURİYET
MENDERES;GÜMÜLDÜR FEVZİ ÇAKMAK
MENDERES;GÜMÜLDÜR İNÖNÜ
MENDERES;HÜRRİYET
MENDERES;KARAKUYU
MENDERES;KASIMPAŞA
MENDERES;KELER
MENDERES;KEMALPAŞA
MENDERES;KISIK
MENDERES;KUYUCAK
MENDERES;KÜNER
MENDERES;MİTHATPAŞA
MENDERES;OĞLANANASI ATATÜRK
MENDERES;OĞLANANASI CUMHURİYET
MENDERES;ORTA
MENDERES;ÖZDERE CUMHURİYET
MENDERES;SANCAKLI
MENDERES;ŞAŞAL
MENDERES;TEKELİ ATATÜRK
MENDERES;TEKELİ FEVZİ ÇAKMAK
MENDERES;YENİKÖY
MENEMEN;30 AĞUSTOS
MENEMEN;9 EYLÜL
MENEMEN;29 EKİM
MENEMEN;75.YIL CUMHURİYET
MENEMEN;85.YIL CUMHURİYET
MENEMEN;AHIHIDIR
MENEMEN;ALANİÇİ
MENEMEN;ATATÜRK
MENEMEN;AYVACIK
MENEMEN;BAĞCILAR
MENEMEN;BELEN
MENEMEN;BOZALAN
MENEMEN;BURUNCUK
MENEMEN;CAMİİKEBİR
MENEMEN;CUMHURİYET
MENEMEN;ÇALTI
MENEMEN;ÇAVUŞ
MENEMEN;ÇUKURKÖY
MENEMEN;DEĞİRMENDERE
MENEMEN;DOĞA
MENEMEN;EMİRALEM MERKEZ
MENEMEN;ESATPAŞA
MENEMEN;FATİH
MENEMEN;GAYBİ
MENEMEN;GAZİ
MENEMEN;GAZİ MUSTAFA KEMAL
MENEMEN;GÖKTEPE
MENEMEN;GÖLCÜK
MENEMEN;GÖRECE
MENEMEN;GÜNERLİ
MENEMEN;HASANLAR
MENEMEN;HATUNDERE
MENEMEN;HAYKIRAN
MENEMEN;IRMAK
MENEMEN;İĞNEDERE
MENEMEN;İNCİRLİ PINAR
MENEMEN;İNÖNÜ
MENEMEN;İSMET İNÖNÜ
MENEMEN;İSTİKLAL
MENEMEN;KARAORMAN
MENEMEN;KASIMPAŞA
MENEMEN;KAZIMPAŞA
MENEMEN;KEMAL ATATÜRK
MENEMEN;KESİK
MENEMEN;KIR
MENEMEN;MERMERLİ
MENEMEN;MUSABEY
MENEMEN;MUSTAFA KEMAL ATATÜRK
MENEMEN;SEYDİNNASRULLAH
MENEMEN;SÜLEYMANLI
MENEMEN;SÜZBEYLİ
MENEMEN;TELEKLER
MENEMEN;TURGUTLAR
MENEMEN;TUZÇULLU
MENEMEN;TÜLBENTLİ
MENEMEN;UĞUR MUMCU
MENEMEN;ULUS
MENEMEN;VİLLAKENT
MENEMEN;YAHŞELLİ
MENEMEN;YANIKKÖY
MENEMEN;YAYLA
MENEMEN;YEŞİL PINAR
MENEMEN;YILDIRIM
MENEMEN;ZAFER
MENEMEN;ZEYTİNLİK
NARLIDERE;2. İNÖNÜ
NARLIDERE;ALTIEVLER
NARLIDERE;ATATÜRK
NARLIDERE;ÇAMTEPE
NARLIDERE;ÇATALKAYA
NARLIDERE;HUZUR
NARLIDERE;ILICA
NARLIDERE;LİMANREİS
NARLIDERE;NARLI
NARLIDERE;SAHİLEVLERİ
NARLIDERE;YENİKALE
ÖDEMİŞ;AKINCILAR
ÖDEMİŞ;ALAŞARLI
ÖDEMİŞ;ANAFARTALAR
ÖDEMİŞ;ARTICAK
ÖDEMİŞ;ATATÜRK
ÖDEMİŞ;BADEMLİ
ÖDEMİŞ;BALABANLI
ÖDEMİŞ;BAYIRLI
ÖDEMİŞ;BEBEKLER
ÖDEMİŞ;BENGİSU
ÖDEMİŞ;BEYAZITLAR
ÖDEMİŞ;BIÇAKÇI
ÖDEMİŞ;BİRGİ
ÖDEMİŞ;BOZCAYAKA
ÖDEMİŞ;BOZDAĞ
ÖDEMİŞ;BUCAK
ÖDEMİŞ;BÜLBÜLLER
ÖDEMİŞ;BÜYÜKAVULCUK
ÖDEMİŞ;CEVİZALAN
ÖDEMİŞ;CUMHURİYET
ÖDEMİŞ;ÇAĞLAYAN
ÖDEMİŞ;ÇAMLICA
ÖDEMİŞ;ÇAMYAYLA
ÖDEMİŞ;ÇAYIR
ÖDEMİŞ;ÇAYLI
ÖDEMİŞ;ÇOBANLAR
ÖDEMİŞ;DEMİRCİLİ
ÖDEMİŞ;DEMİRDERE
ÖDEMİŞ;DEREUZUNYER
ÖDEMİŞ;DOLAYLAR
ÖDEMİŞ;EMİRLİ
ÖDEMİŞ;EMMİOĞLU
ÖDEMİŞ;ERTUĞRUL
ÖDEMİŞ;GERÇEKLİ
ÖDEMİŞ;GERELİ
ÖDEMİŞ;GÖLCÜK
ÖDEMİŞ;GÜNEY
ÖDEMİŞ;GÜNLÜCE
ÖDEMİŞ;HACIHASAN
ÖDEMİŞ;HAMAM
ÖDEMİŞ;HORZUM
ÖDEMİŞ;HÜRRİYET
ÖDEMİŞ;IŞIK
ÖDEMİŞ;İLKKURŞUN
ÖDEMİŞ;İNÖNÜ
ÖDEMİŞ;KARADOĞAN
ÖDEMİŞ;KARAKOVA
ÖDEMİŞ;KAYAKÖY
ÖDEMİŞ;KAYMAKÇI
ÖDEMİŞ;KAZANLI
ÖDEMİŞ;KEMENLER
ÖDEMİŞ;KEMER
ÖDEMİŞ;KERPİÇLİK
ÖDEMİŞ;KIŞLA
ÖDEMİŞ;KIZILCA
ÖDEMİŞ;KIZILCAAVLU
ÖDEMİŞ;KONAKLI
ÖDEMİŞ;KÖFÜNDERE
ÖDEMİŞ;KÖSELER
ÖDEMİŞ;KURUCUOVA
ÖDEMİŞ;KUTLUBEYLER
ÖDEMİŞ;KUVVETLİ
ÖDEMİŞ;KÜÇÜKAVULCUK
ÖDEMİŞ;KÜÇÜKÖREN
ÖDEMİŞ;KÜRE
ÖDEMİŞ;MESCİTLİ
ÖDEMİŞ;MEŞRUTİYET
ÖDEMİŞ;MİMAR SİNAN
ÖDEMİŞ;MURSALLI
ÖDEMİŞ;OCAKLI
ÖDEMİŞ;OĞUZLAR
ÖDEMİŞ;ORHANGAZİ
ÖDEMİŞ;ORTAKÖY
ÖDEMİŞ;OVACIK
ÖDEMİŞ;OVAKENT
ÖDEMİŞ;PİRİNÇÇİ
ÖDEMİŞ;SEKİKÖY
ÖDEMİŞ;SEYREKLİ
ÖDEMİŞ;SUÇIKTI
ÖDEMİŞ;SÜLEYMAN DEMİREL
ÖDEMİŞ;SÜLEYMANLAR
ÖDEMİŞ;ŞİRİNKÖY
ÖDEMİŞ;TEKKE
ÖDEMİŞ;TOSUNLAR
ÖDEMİŞ;TÜRKMEN
ÖDEMİŞ;TÜRKÖNÜ
ÖDEMİŞ;UMURBEY
ÖDEMİŞ;UZUNDERE
ÖDEMİŞ;ÜÇ EYLÜL
ÖDEMİŞ;ÜÇKONAK
ÖDEMİŞ;ÜZÜMLÜ
ÖDEMİŞ;VELİLER
ÖDEMİŞ;YENİCEKÖY
ÖDEMİŞ;YENİKÖY
ÖDEMİŞ;YEŞİLKÖY
ÖDEMİŞ;YILANLI
ÖDEMİŞ;YOLÜSTÜ
ÖDEMİŞ;YUSUFDERE
ÖDEMİŞ;ZAFER
SEFERİHİSAR;AKARCA
SEFERİHİSAR;ATATÜRK
SEFERİHİSAR;BENGİLER
SEFERİHİSAR;BEYLER
SEFERİHİSAR;CAMİKEBİR
SEFERİHİSAR;CUMHURİYET
SEFERİHİSAR;ÇAMTEPE
SEFERİHİSAR;ÇOLAK İBRAHİM BEY
SEFERİHİSAR;DÜZCE
SEFERİHİSAR;GÖDENCE
SEFERİHİSAR;GÖLCÜK
SEFERİHİSAR;HIDIRLIK
SEFERİHİSAR;İHSANİYE
SEFERİHİSAR;KAVAKDERE
SEFERİHİSAR;MERSİN ALANI
SEFERİHİSAR;ORHANLI
SEFERİHİSAR;PAYAMLI
SEFERİHİSAR;SIĞACIK
SEFERİHİSAR;TEPECİK
SEFERİHİSAR;TURABİYE
SEFERİHİSAR;TURGUT
SEFERİHİSAR;ULAMIŞ
SELÇUK;14 MAYIS
SELÇUK;ACARLAR
SELÇUK;ATATÜRK
SELÇUK;BARUTÇU
SELÇUK;BELEVİ
SELÇUK;CUMHURİYET
SELÇUK;ÇAMLIK
SELÇUK;GÖKÇEALAN
SELÇUK;HAVUTÇULU
SELÇUK;İSA BEY
SELÇUK;SULTANİYE
SELÇUK;ŞİRİNCE
SELÇUK;ZAFER
SELÇUK;ZEYTİNKÖY
TİRE;4 EYLÜL
TİRE;ADNAN MENDERES
TİRE;AKÇAŞEHİR
TİRE;AKKOYUNLU
TİRE;AKMESCİT
TİRE;AKYURT
TİRE;ALACALI
TİRE;ALAYLI
TİRE;ARMUTLU
TİRE;ATATÜRK
TİRE;AYAKLIKIRI
TİRE;BAHARİYE
TİRE;BAŞKÖY
TİRE;BOYNUYOĞUN
TİRE;BÜYÜKKALE
TİRE;BÜYÜKKEMERDERE
TİRE;BÜYÜKKÖMÜRCÜ
TİRE;CAMBAZLI
TİRE;CUMHURİYET
TİRE;ÇAYIRLI
TİRE;ÇERİKÖZÜ
TİRE;ÇİNİYERİ
TİRE;ÇOBANKÖY
TİRE;ÇUKURKÖY
TİRE;DAĞDERE
TİRE;DALLIK
TİRE;DERE
TİRE;DEREBAŞI
TİRE;DERELİ
TİRE;DİBEKÇİ
TİRE;DOYRANLI
TİRE;DUATEPE
TİRE;DUMLUPINAR
TİRE;DÜNDARLI
TİRE;EĞRİDERE
TİRE;ERTUĞRUL
TİRE;ESKİOBA
TİRE;FATİH
TİRE;GÖKÇEN
TİRE;HALKAPINAR
TİRE;HASANÇAVUŞLAR
TİRE;HİSARLIK
TİRE;HÜRRİYET
TİRE;IŞIKLAR
TİRE;IŞIKLI
TİRE;İBNİ MELEK
TİRE;İHSANİYE
TİRE;İPEKÇİLER
TİRE;İSTİKLAL
TİRE;KAHRAT
TİRE;KAPLAN
TİRE;KARACA ALİ
TİRE;KARATEKE
TİRE;KETENCİ
TİRE;KIRTEPE
TİRE;KIZILCAHAVLU
TİRE;KİRELİ
TİRE;KOCAALİLER
TİRE;KURŞAK
TİRE;KURTULUŞ
TİRE;KÜÇÜKBURUN
TİRE;KÜÇÜKKALE
TİRE;KÜÇÜKKEMERDERE
TİRE;KÜÇÜKKÖMÜRCÜ
TİRE;KÜRDÜLLÜ
TİRE;MAHMUTLAR
TİRE;MEHMETLER
TİRE;MUSALAR
TİRE;ORTAKÖY
TİRE;OSMANCIK
TİRE;PAŞA
TİRE;PEŞREFLİ
TİRE;SARILAR
TİRE;SARUHANLI
TİRE;SOMAK
TİRE;TOKİ
TİRE;TOPALAK
TİRE;TOPARLAR
TİRE;TURAN
TİRE;TURGUTLU
TİRE;ÜZÜMLER
TİRE;YAMANDERE
TİRE;YEĞENLİ
TİRE;YEMİŞLER
TİRE;YENİ
TİRE;YENİÇİFTLİK
TİRE;YENİOBA
TİRE;YENİŞEHİR
TORBALI;19 MAYIS
TORBALI;AHMETLİ
TORBALI;ALPKENT
TORBALI;ARSLANLAR
TORBALI;ATALAN
TORBALI;ATATÜRK
TORBALI;AYRANCILAR
TORBALI;BAHÇELİEVLER
TORBALI;BOZKÖY
TORBALI;BÜLBÜLDERE
TORBALI;CUMHURİYET
TORBALI;ÇAKIRBEYLİ
TORBALI;ÇAMLICA
TORBALI;ÇAPAK
TORBALI;ÇAYBAŞI
TORBALI;DAĞKIZILCA
TORBALI;DAĞTEKE
TORBALI;DEMİRCİ
TORBALI;DİRMİL
TORBALI;DÜVERLİK
TORBALI;EĞERCİ
TORBALI;ERTUĞRUL
TORBALI;FEVZİ ÇAKMAK
TORBALI;GAZİ MUSTAFA KEMAL
TORBALI;GÖLLÜCE
TORBALI;HELVACI
TORBALI;İNÖNÜ
TORBALI;İSTİKLAL
TORBALI;KAPLANCIK
TORBALI;KARAKIZLAR
TORBALI;KARAKUYU
TORBALI;KARAOT
TORBALI;KARŞIYAKA
TORBALI;KAZIM KARABEKİR
TORBALI;KIRBAŞ
TORBALI;KUŞÇUBURUN
TORBALI;MURATBEY
TORBALI;MUSTAFA KEMAL ATATÜRK
TORBALI;NAİME
TORBALI;ORMANKÖY
TORBALI;ORTAKÖY
TORBALI;ÖZBEY
TORBALI;PAMUKYAZI
TORBALI;PANCAR
TORBALI;SAĞLIK
TORBALI;SAİPLER
TORBALI;SUBAŞI
TORBALI;ŞEHİTLER
TORBALI;TAŞKESİK
TORBALI;TEPEKÖY
TORBALI;TORBALI
TORBALI;TULUM
TORBALI;TÜRKMENKÖY
TORBALI;YAZIBAŞI
TORBALI;YEDİ EYLÜL
TORBALI;YEMİŞLİK
TORBALI;YENİ
TORBALI;YENİKÖY
TORBALI;YEŞİLKÖY
TORBALI;YOĞURTÇULAR
URLA;ALTINTAŞ
URLA;ATATÜRK
URLA;BADEMLER
URLA;BALIKLIOVA
URLA;BARBAROS
URLA;BİRGİ
URLA;CAMİATİK
URLA;ÇAMLIÇAY
URLA;DEMİRCİLİ
URLA;DENİZLİ
URLA;GÜLBAHÇE
URLA;GÜVENDİK
URLA;HACI İSA
URLA;İÇMELER
URLA;İSKELE
URLA;KADIOVACIK
URLA;KALABAK
URLA;KUŞÇULAR
URLA;M.FEVZİ ÇAKMAK
URLA;NAİPLİ
URLA;NOHUTALAN
URLA;OVACIK
URLA;ÖZBEK
URLA;RÜSTEM
URLA;SIRA
URLA;ŞİRİNKENT
URLA;TORASAN
URLA;UZUNKUYU
URLA;YAĞCILAR
URLA;YAKA
URLA;YELALTI
URLA;YENİ
URLA;YENİCE
URLA;YENİKENT
URLA;ZEYTİNALANI
URLA;ZEYTİNELİ
URLA;ZEYTİNLER
